股票代码,股票名称,东财行业,申万一级,申万二级,申万三级,概念标签,数据日期
002449,国星光电,光学光电子,电子,光学光电子,LED,2026中报首亏、AI眼镜、LED、LED概念、MicroLED、MiniLED、人工智能、光学光电子、医疗器械概念、半导体概念、华为概念、国产芯片、央国企改革、富时罗素、广东板块、影视概念、显示技术、智能穿戴、柔性屏(折叠屏)、标准普尔、植物照明、氮化镓、消费电子概念、深股通、电子、破发股、碳化硅、第三代半导体、融资融券、裸眼3D、超清视频,2026-09-18
002450,康得退,,基础化工,化学新材料,化学新材料,,2026-09-18
002451,摩恩电气,电网设备,电力设备,电网设备,线缆部件及其他,5G概念、QFII重仓、上海板块、充电桩、创投、化债(AMC)概念、新能源、智能电网、机构重仓、电力设备、电网概念、电网设备、线缆部件及其他、融资融券、通信技术、铁路基建、风能,2026-09-18
002452,长高电气,电网设备,电力设备,电网设备,输变电设备,2026中报预增、充电桩、军工、基金重仓、智能电网、水利建设、深股通、湖南板块、特高压、电力设备、电网概念、电网设备、融资融券、转债标的、输变电设备,2026-09-18
002453,华软科技,化学制品,基础化工,化学制品,其他化学制品,东方财富热股、光刻胶、其他化学制品、化学制品、北京板块、国产芯片、基础化工、昨日涨停、昨日涨停_含一字、昨日首板、昨日高振幅、最近多板、深股通、融资融券,2026-09-18
002454,松芝股份,汽车零部件,汽车,汽车零部件,汽车电子电气系统,上海板块、价值股、储能概念、冷链物流、华为汽车、新能源车、汽车、汽车热管理、汽车电子电气系统、汽车零部件、深股通、融资融券、飞行汽车(eVTOL),2026-09-18
002455,百川股份,化学制品,基础化工,化学制品,其他化学制品,储能概念、光刻机、其他化学制品、动力电池回收、化学制品、固态电池、基础化工、小金属概念、新能源车、江苏板块、深股通、电池技术、石墨烯、破增发价股、股权分散、融资融券、钠离子电池、锂电池概念,2026-09-18
002456,欧菲光,光学光电子,电子,光学光电子,光学元件,3D摄像头、AI眼镜、CPO概念、MSCI中国、中盘成长、中盘股、人形机器人、传感器、元宇宙概念、光学元件、光学光电子、半导体概念、华为概念、富时罗素、小米概念、屏下摄像、广东板块、智能驾驶、柔性屏(折叠屏)、标准普尔、深圳特区、深成500、深股通、生物识别、电子、电子后视镜、破增发价股、纳米银、股权分散、虚拟现实、融资融券、超清视频、车联网(车路云),2026-09-18
002457,青龙管业,装修建材,建筑材料,装修建材,管材,参股银行、地下管网、宁夏板块、建筑材料、新型城镇化、水利建设、海绵城市、管材、装修建材、西部大开发,2026-09-18
002458,益生股份,养殖业,农林牧渔,养殖业,肉鸡养殖,2026中报预增、乳业、养殖业、农林牧渔、富时罗素、小盘股、山东板块、标准普尔、深股通、猪肉概念、肉鸡养殖、融资融券、鸡肉概念,2026-09-18
002459,晶澳科技,光伏设备,电力设备,光伏设备,光伏电池组件,HJT电池、MSCI中国、中盘价值、中盘股、光伏概念、光伏电池组件、光伏设备、反内卷概念、富时罗素、河北板块、深成500、深股通、特高压、电力设备、破发股、破增发价股、股权激励、融资融券、超跌股、转债标的,2026-09-18
002460,赣锋锂业,能源金属,有色金属,能源金属,锂,2026一季报扭亏、2026中报扭亏、AH股、HS300_、MSCI中国、人形机器人、储能概念、动力电池回收、反内卷概念、周期股、固态电池、大盘价值、大盘股、富时罗素、小金属概念、新材料、新能源车、无线耳机、有色金属、标准普尔、江西板块、消费电子概念、深成500、深股通、深证100R、特斯拉概念、电池技术、能源金属、融资融券、行业龙头、锂、锂电池概念、锂矿概念,2026-09-18
002461,珠江啤酒,非白酒,食品饮料,非白酒,啤酒,中证500、味蕾经济、啤酒、啤酒概念、央国企改革、富时罗素、小盘价值、小盘股、广东板块、标准普尔、消费风格、深成500、深股通、融资融券、酿酒概念、非白酒、食品饮料,2026-09-18
002462,嘉事堂,医药商业,医药生物,医药商业,医药流通,内贸流通、冷链物流、北京板块、医疗器械概念、医药商业、医药流通、医药生物、央国企改革、机构重仓、破净股、破增发价股,2026-09-18
002463,沪电股份,元件,电子,元件,印制电路板,2026一季报预增、2026中报预增、5G概念、HS300_、MSCI中国、PCB、元件、华为概念、印制电路板、周期股、国产芯片、基金重仓、大盘成长、大盘股、密集调研、富时罗素、新能源车、智能驾驶、标准普尔、江苏板块、深成500、深股通、深证100R、电子、百元股、科技风格、融资融券、通信技术,2026-09-18
002464,众应退,,互联网,互联网服务,其他互联网服务,,2026-09-18
002465,海格通信,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,2026中报首亏、5G概念、6G概念、DeepSeek概念、MSCI中国、中盘价值、中盘股、中证500、人工智能、低空经济、军工、军工电子Ⅱ、军工电子Ⅲ、军民融合、华为概念、卫星互联网、卫星导航、商业航天、国产芯片、国产软件、国防军工、央国企改革、富时罗素、广东板块、无人机、智慧城市、标准普尔、深成500、深股通、物联网、破增发价股、航母概念、虚拟现实、融资融券、车联网(车路云)、通信技术、飞行汽车(eVTOL),2026-09-18
002466,天齐锂业,能源金属,有色金属,能源金属,锂,2026一季报预增、2026中报预增、AH股、HS300_、MSCI中国、刀片电池、动力电池回收、反内卷概念、周期股、四川板块、固态电池、大盘价值、大盘股、富时罗素、新材料、无人机、有色金属、标准普尔、深成500、深股通、深证100R、特斯拉概念、电池技术、能源金属、融资融券、西部大开发、锂、锂电池概念、锂矿概念,2026-09-18
002467,二六三,通信服务,通信,通信服务,通信应用增值服务,2026中报首亏、AI智能体、VPN、Web3.0、一带一路、云计算、人工智能、信创、元宇宙概念、北京板块、区块链、在线教育、富时罗素、小米概念、数据中心、深股通、物联网、破增发价股、网红经济、网络安全、腾讯云、虚拟数字人、虚拟现实、融资融券、通信、通信应用增值服务、通信服务,2026-09-18
002468,申通快递,物流,交通运输,物流,快递,2026一季报预增、2026中报预增、交通运输、参股保险、大数据、富时罗素、小盘价值、小盘股、快递、快递概念、昨日高振幅、智能家居、机构重仓、标准普尔、浙江板块、深成500、深股通、物流、融资融券、阿里概念,2026-09-18
002469,三维化学,化学原料,基础化工,化学原料,其他化学原料,2026中报预减、储能概念、光伏概念、其他化学原料、养老金、化学原料、基础化工、基金重仓、山东板块、新材料、氢能源、深股通、煤化工概念、电商概念、节能环保、融资融券,2026-09-18
002470,金正大,农化制品,基础化工,农化制品,复合肥,乡村振兴、低价股、农业种植、农化制品、化工原料、北交所概念、基础化工、复合肥、央国企改革、山东板块、机构重仓、深股通、生态农业、电池技术、破发股、破增发价股、磷化工、蚂蚁金服概念、锂电池概念,2026-09-18
002471,中超控股,电网设备,电力设备,电网设备,线缆部件及其他,2026中报首亏、QFII重仓、低空经济、充电桩、军工、军民融合、创投、参股新三板、商业航天、大飞机、数字孪生、数据中心、无人机、智能电网、机器人概念、机构重仓、核能核电、江苏板块、深股通、电力设备、电网概念、电网设备、石墨烯、线缆部件及其他、融资融券,2026-09-18
002472,双环传动,汽车零部件,汽车,汽车零部件,底盘与发动机系统,MSCI中国、中盘股、中证500、减速器、创投、底盘与发动机系统、新能源车、机器人执行器、机器人概念、汽车、汽车零部件、浙江板块、深成500、深股通、特斯拉概念、独角兽、融资融券、铁路基建,2026-09-18
002473,圣莱退,,电气设备,输变电设备,其他输变电设备,,2026-09-18
002474,榕基软件,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,IT服务Ⅱ、IT服务Ⅲ、Web3.0、互联网服务、人工智能、信创、区块链、华为概念、国产软件、大数据、数字经济、智慧政务、智能电网、核污染防治、深股通、物联网、电网概念、福建板块、网络安全、虚拟现实、融资融券、计算机,2026-09-18
002475,立讯精密,消费电子,电子,消费电子,消费电子零部件及组装,3D摄像头、5G概念、AH股、AIPC、AI眼镜、CPO概念、HS300_、MSCI中国、光通信模块、华为概念、周期股、基金重仓、大盘成长、大盘股、富时罗素、广东板块、数据中心、新能源车、无线充电、无线耳机、智能家居、智能穿戴、机器人概念、权重股、标准普尔、消费电子、消费电子概念、消费电子零部件及组装、液冷服务器、深圳特区、深成500、深股通、深证100R、混合现实、电子、电子烟、科技风格、苹果概念、茅指数、虚拟现实、融资融券、转债标的、通信技术、铜缆高速连接,2026-09-18
002476,新叶股份,炼化及贸易,石油石化,炼化及贸易,其他石化,其他石化、天然气、山东板块、油气资源、炼化及贸易、石油石化、融资融券,2026-09-18
002477,雏鹰退,,农林牧渔,畜牧业,养殖,,2026-09-18
002478,常宝股份,特钢Ⅱ,钢铁,特钢Ⅱ,特钢Ⅲ,一带一路、专精特新、价值股、半导体概念、天然气、新能源、新能源车、核能核电、江苏板块、油气设服、油气资源、海工装备、深股通、特钢Ⅱ、特钢Ⅲ、破净股、融资融券、超超临界发电、钢铁、页岩气,2026-09-18
002479,富春环保,电力,公用事业,电力,热力服务,2026中报预增、公用事业、垃圾分类、央国企改革、富时罗素、浙江板块、热力服务、生物质能发电、电力、节能环保、黄金概念,2026-09-18
002480,新筑股份,电力,公用事业,电力,光伏发电,一带一路、储能概念、光伏发电、公用事业、四川板块、央国企改革、并购重组概念、深股通、电力、破发股、磁悬浮概念、绿色电力、西部大开发、超级电容、铁路基建,2026-09-18
002481,双塔食品,农产品加工,农林牧渔,农产品加工,其他农产品加工,人造肉、其他农产品加工、农产品加工、农林牧渔、合成生物、味蕾经济、央国企改革、宠物经济、富时罗素、山东板块、新消费、深股通、绿色电力、融资融券、预制菜概念,2026-09-18
